id,application_date,contract_id,bank,summa,loan_summa,claim_date,claim_id,contract_date
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553966818,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553967280,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-19,553980562,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-20,553985013,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-20,553985222,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-22,554005943,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-22,554007321,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-25,554032488,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-25,554033101,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-26,500010296,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-26,554042327,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-28,554064172,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-28,554064222,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-03,554123383,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123495,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123717,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123737,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123860,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010398,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010399,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010400,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-09,500010418,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-11,500010455,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-12,500010469,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-15,500010508,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-15,500010509,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-16,554231454,
2925211,2024-02-12 19:24:29.135000+00:00,,014,,,2024-01-17,F01602545,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-17,500010530,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-31,554379703,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447670,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447788,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447833,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447871,
2925211,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-13,554498885,
2925212,2024-02-12 19:24:41.493000+00:00,,,,,,,
2925213,2024-02-12 19:24:29.135000+00:00,522530,003,500000000,0,2020-02-13,609965,2020-02-17
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2020-08-28,F00013731,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2020-10-08,F00021301,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2020-11-25,F00037907,
2925213,2024-02-12 19:24:29.135000+00:00,,053,,,2020-12-09,34852,
2925213,2024-02-12 19:24:29.135000+00:00,35163,053,510000000,0,2020-12-15,35163,2020-12-21
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2021-01-26,F00058018,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2021-07-08,F00125905,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2021-07-12,1535899,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2021-07-19,1573562,
2925213,2024-02-12 19:24:29.135000+00:00,,009,,,2022-07-07,1296934,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2022-10-05,5554725,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2022-11-22,F00551424,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2022-11-23,551830909,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2022-11-23,6020431,
2925213,2024-02-12 19:24:29.135000+00:00,500873,055,500000000,0,2022-12-09,451262,2022-12-12
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-01-05,F00612689,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-02-08,F00661674,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-05-31,F00895512,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2023-06-08,13497747,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-07-10,F00081453,
2925213,2024-02-12 19:24:29.135000+00:00,,062,,,2023-07-10,13844974,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-08-08,F01099265,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-08-14,F00081469,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-09-12,F01208844,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-09-18,F00081484,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-10-13,F01299305,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-11-14,F01390677,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-11-20,F00081529,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553916385,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553916471,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553917055,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553917253,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553918199,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553919210,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-12,553919292,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-13,553924738,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-13,553925254,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2023-12-15,F01488566,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553937368,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553937470,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553937495,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553937498,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553939870,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-15,553941910,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553966065,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553966377,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553966818,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-18,553967280,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-19,553980562,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-20,553985013,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-20,553985222,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-22,554005943,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-22,554007321,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-25,554032488,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-25,554033101,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-26,500010296,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-26,554042327,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-28,554064172,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2023-12-28,554064222,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-03,554123383,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123495,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123717,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123737,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-04,554123860,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010398,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010399,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-08,500010400,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-09,500010418,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-11,500010455,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-12,500010469,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-15,500010508,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-15,500010509,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-16,554231454,
2925213,2024-02-12 19:24:29.135000+00:00,,014,,,2024-01-17,F01602545,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-17,500010530,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-01-31,554379703,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447670,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447788,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447833,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-07,554447871,
2925213,2024-02-12 19:24:29.135000+00:00,,063,,,2024-02-13,554498885,
2925214,2024-02-12 19:24:56.857000+00:00,,,,,,,
2925215,2024-02-12 19:25:10.176000+00:00,522530,003,500000000,0,2020-02-13,609965,2020-02-17
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2020-08-28,F00013731,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2020-10-08,F00021301,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2020-11-25,F00037907,
2925215,2024-02-12 19:25:10.176000+00:00,,053,,,2020-12-09,34852,
2925215,2024-02-12 19:25:10.176000+00:00,35163,053,510000000,0,2020-12-15,35163,2020-12-21
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2021-01-26,F00058018,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2021-07-08,F00125905,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2021-07-12,1535899,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2021-07-19,1573562,
2925215,2024-02-12 19:25:10.176000+00:00,,009,,,2022-07-07,1296934,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2022-10-05,5554725,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2022-11-22,F00551424,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2022-11-23,551830909,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2022-11-23,6020431,
2925215,2024-02-12 19:25:10.176000+00:00,500873,055,500000000,0,2022-12-09,451262,2022-12-12
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-01-05,F00612689,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-02-08,F00661674,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-05-31,F00895512,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2023-06-08,13497747,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-07-10,F00081453,
2925215,2024-02-12 19:25:10.176000+00:00,,062,,,2023-07-10,13844974,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-08-08,F01099265,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-08-14,F00081469,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-09-12,F01208844,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-09-18,F00081484,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-10-13,F01299305,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-11-14,F01390677,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-11-20,F00081529,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553916385,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553916471,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553917055,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553917253,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553918199,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553919210,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553919292,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-13,553924738,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-13,553925254,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2023-12-15,F01488566,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937368,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937470,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937495,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937498,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553939870,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553941910,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966065,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966377,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966818,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553967280,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-19,553980562,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-20,553985013,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-20,553985222,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-22,554005943,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-22,554007321,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-25,554032488,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-25,554033101,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-26,500010296,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-26,554042327,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-28,554064172,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-28,554064222,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-03,554123383,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123495,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123717,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123737,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123860,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010398,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010399,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010400,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-09,500010418,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-11,500010455,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-12,500010469,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-15,500010508,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-15,500010509,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-16,554231454,
2925215,2024-02-12 19:25:10.176000+00:00,,014,,,2024-01-17,F01602545,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-17,500010530,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-31,554379703,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447670,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447788,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447833,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447871,
2925215,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-13,554498885,
2925216,2024-02-12 19:25:10.176000+00:00,522530,003,500000000,0,2020-02-13,609965,2020-02-17
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2020-08-28,F00013731,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2020-10-08,F00021301,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2020-11-25,F00037907,
2925216,2024-02-12 19:25:10.176000+00:00,,053,,,2020-12-09,34852,
2925216,2024-02-12 19:25:10.176000+00:00,35163,053,510000000,0,2020-12-15,35163,2020-12-21
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2021-01-26,F00058018,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2021-07-08,F00125905,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2021-07-12,1535899,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2021-07-19,1573562,
2925216,2024-02-12 19:25:10.176000+00:00,,009,,,2022-07-07,1296934,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2022-10-05,5554725,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2022-11-22,F00551424,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2022-11-23,551830909,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2022-11-23,6020431,
2925216,2024-02-12 19:25:10.176000+00:00,500873,055,500000000,0,2022-12-09,451262,2022-12-12
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-01-05,F00612689,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-02-08,F00661674,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-05-31,F00895512,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2023-06-08,13497747,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-07-10,F00081453,
2925216,2024-02-12 19:25:10.176000+00:00,,062,,,2023-07-10,13844974,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-08-08,F01099265,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-08-14,F00081469,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-09-12,F01208844,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-09-18,F00081484,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-10-13,F01299305,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-11-14,F01390677,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-11-20,F00081529,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553916385,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553916471,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553917055,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553917253,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553918199,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553919210,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-12,553919292,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-13,553924738,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-13,553925254,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2023-12-15,F01488566,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937368,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937470,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937495,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553937498,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553939870,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-15,553941910,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966065,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966377,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553966818,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-18,553967280,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-19,553980562,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-20,553985013,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-20,553985222,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-22,554005943,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-22,554007321,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-25,554032488,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-25,554033101,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-26,500010296,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-26,554042327,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-28,554064172,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2023-12-28,554064222,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-03,554123383,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123495,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123717,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123737,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-04,554123860,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010398,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010399,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-08,500010400,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-09,500010418,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-11,500010455,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-12,500010469,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-15,500010508,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-15,500010509,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-16,554231454,
2925216,2024-02-12 19:25:10.176000+00:00,,014,,,2024-01-17,F01602545,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-17,500010530,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-01-31,554379703,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447670,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447788,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447833,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-07,554447871,
2925216,2024-02-12 19:25:10.176000+00:00,,063,,,2024-02-13,554498885,
2925217,2024-02-12 19:39:43.431000+00:00,,,,,,,
2925218,2024-02-12 19:40:15.507000+00:00,,062,,,2021-09-22,1991749,
2925218,2024-02-12 19:40:15.507000+00:00,,062,,,2021-09-23,1998201,
2925218,2024-02-12 19:40:15.507000+00:00,,062,,,2022-10-31,5788937,
